-1.567958083324083596e-02 -8.877504862980112321e-03 -1.962551343675600357e-02 4.418259913297761798e-02
1.657341885161622841e-02 -1.583530113036402120e-02 8.604999147509229118e-03 -9.343116868761214278e-03
-4.657408064495660582e-02 1.965622386056908866e-03 -3.465992578963605908e-02 7.926838404853553399e-02
4.003010805853524090e-03 -8.640691777800135753e-03 -4.649525051232883399e-02 5.113293148427500157e-02
1.770436856312018747e-02 1.725436799787960496e-02 -2.880652675440065202e-02 -6.152209806599140407e-03
-1.215355509710924764e-02 -2.053058109324812364e-02 -1.996769346144522395e-02 5.265182965180259522e-02
-5.077432863455744183e-03 -2.170966567996446273e-02 -2.895432736947434194e-02 5.574142591289454884e-02
-6.857608107203150283e-03 2.591767669436451094e-02 -1.979690880197670921e-02 7.368402148157926490e-04
-1.680920284804932052e-03 -2.517269416535716786e-02 -4.936305863042544928e-02 7.621667308058732715e-02
-2.674273703482388242e-03 5.401232215515472390e-03 8.461884885641035581e-03 -1.118884339767434177e-02
-1.638333568466432411e-03 -1.359275629433520649e-02 -4.067318759424498609e-02 5.590427745704662499e-02
-5.854399353447670151e-03 1.094670127941732574e-03 1.987905142459167607e-02 -1.511932219908684871e-02
2.592379587794302331e-02 -2.205893739658337793e-02 -1.476641612494389300e-02 1.090155764358424761e-02
-1.038894217176888901e-02 -4.662034433992667815e-02 8.700288496057417831e-03 4.830899801563837137e-02
9.988568707806066982e-04 1.286037435567877196e-02 -1.549151614928034881e-02 1.632284922820304018e-03
-1.406025066986371641e-02 -1.573705997631114073e-02 9.861365368246666208e-03 1.993594527792774684e-02
-3.500269664522659419e-02 2.856130973013293328e-03 -6.735280397186294010e-03 3.888184606939937282e-02
4.187394369115082782e-05 -2.842723353590859148e-02 -4.393789365175848616e-02 7.232325324397681499e-02
1.626184968191157765e-02 -3.323919214814785583e-02 2.225762829658761710e-02 -5.280285830351783005e-03
-1.450038572634682055e-02 2.011028873220022106e-03 -3.500292084137379689e-03 1.598964893726462222e-02
-5.279380974192449116e-03 -2.798094044039300954e-02 -3.482374704610569083e-02 6.808406846069137153e-02
-3.710206538532156983e-02 -2.609916584146887431e-03 -2.060177800606055598e-02 6.031375997552990142e-02
-1.232741772916190470e-02 -2.337718841170843831e-03 1.442067886790177056e-02 2.444577024303118407e-04
-3.984157367772045433e-02 -1.104796822740250484e-02 -2.442221983010872677e-02 7.531176173523190798e-02
1.320145485808410513e-02 -6.824968138810172391e-03 -2.173985648049581165e-02 1.536336976122187892e-02
8.712769648641094378e-03 -9.900242342113507732e-03 4.871446966282055868e-03 -3.683974272809198425e-03
-2.576014429393058691e-02 -2.484286235374444374e-02 -2.468309455410988562e-03 5.307131610308557512e-02
-1.394980538062595699e-02 4.973124515532223455e-03 2.493894358676751466e-03 6.482786506416537975e-03
-4.278333584740678930e-02 -4.114790789962441409e-02 2.987571882951778335e-02 5.405552491751297595e-02
-2.800900534504791040e-02 3.598768587844647371e-02 -1.827181457373616702e-02 1.029313404033693757e-02
-2.734805392258898848e-03 -3.101205561519781995e-02 1.180341602472134710e-02 2.194344498273359534e-02
-3.023915460427195612e-02 -2.643886940432427224e-02 4.356981533110859672e-02 1.310820867748763163e-02
-3.231715986448158162e-02 1.881308844846651951e-02 -4.848257224645546870e-04 1.398889713848006089e-02
-1.188882071066377222e-02 2.637961523967469191e-02 -2.163357720078851187e-02 7.142782671778036274e-03
-4.003260114576523421e-02 3.540320648984174312e-02 1.447758564130863235e-02 -9.848190985385585350e-03
-5.213980050963362700e-02 -9.041878951040249746e-03 -9.316996742230632123e-03 7.049867620290495296e-02
-1.500142725236131014e-03 -1.824567449956315812e-02 3.155403870631801055e-02 -1.180822148151872142e-02
-3.918872649362548088e-02 -8.993325583524391931e-03 3.113904241979437160e-02 1.704300965735550122e-02
-1.311658151328165545e-02 3.687951977432213369e-03 1.622353813175436699e-02 -6.794908595906257176e-03
-1.378897797307754303e-02 1.739429767936950810e-02 -1.843348466128880148e-02 1.482816495499683640e-02
-3.255609940082226927e-02 -2.579608069991579100e-03 1.558543197954165294e-02 1.955027549127219544e-02
-5.680193205366945719e-02 6.684975460600206532e-04 2.615971910334113915e-02 2.997371540426829739e-02
-5.708456874207978871e-02 3.154663352141229282e-02 1.802457338999952086e-02 7.513361830667975028e-03
