6.902746733848616478e-02 -9.786401501562130845e-02 2.368770238359634017e-02 3.201285033826252457e-02 -1.593225368638722869e-02
5.954364146797280072e-02 -6.066354955122732484e-02 -9.769472665391298882e-03 4.249929988533264480e-02 -1.634337588042701975e-02
3.958134679037994541e-02 -4.292195161608093612e-02 -8.414613114809739447e-03 3.280254233919708412e-02 -1.262845686530241797e-02
6.725256391554694513e-02 -7.516677214870688684e-02 2.827231973667361942e-03 3.733102983914461659e-02 -1.555704587462316754e-02
5.280201710285388483e-02 -5.281889059603411124e-02 -2.101552130118311199e-02 5.152749140187443816e-02 -1.900012775748668656e-02
4.375918561031071075e-02 -5.519890392998001022e-02 7.643730006070909022e-03 2.287123128256541432e-02 -1.025655539845243651e-02
7.258337159959804552e-02 -9.140283152986562742e-02 1.665020212648047476e-02 3.302385732631688692e-02 -1.535208793997524732e-02
1.301231403862247726e-01 -1.585947380167862242e-01 3.127097924158932229e-02 5.320032012651691733e-02 -2.510477327540159079e-02
4.388302844930607599e-02 -4.324148526872930581e-02 -1.773975683285575200e-02 4.259248707400567491e-02 -1.565850586574651579e-02
8.164927970762292375e-02 -8.131888073515802784e-02 -2.719678415723404685e-02 7.308473610497552564e-02 -2.717136797107951723e-02
1.066290511859723372e-01 -1.084248306927549227e-01 -1.101906813958203508e-03 5.721143831060417767e-02 -2.314886614683091953e-02
3.476758719558592503e-02 -2.935690898619417941e-02 -2.007581238452531974e-02 3.655795815861406090e-02 -1.284610930150526832e-02
5.719465751358437239e-02 -5.942271020172268381e-02 -8.757603335478614595e-03 4.105531026571456604e-02 -1.588136269662081268e-02
1.871410146487348380e-02 -2.449197655162263162e-02 6.483146366710240693e-03 6.722981323805354327e-03 -3.453807215627111796e-03
-3.145443075470722490e-03 1.895216626455156067e-02 -3.265356201035606032e-02 2.345061491828896380e-02 -6.157362664155105469e-03
9.335303623448280852e-02 -1.128549132582736675e-01 9.926496943938887055e-03 5.217419535682926018e-02 -2.256460207250355482e-02
9.446831119990665993e-02 -8.840717203514626699e-02 -1.375332471211972510e-02 5.891376482435087270e-02 -2.239234068126811847e-02
1.255346364152855054e-01 -1.224550552009895654e-01 -2.664337069132041366e-02 9.261917520406261206e-02 -3.511239158963121165e-02
6.312806750357850827e-02 -4.188944905385119655e-02 -5.282104331436912603e-02 7.603377801932875713e-02 -2.546447277178078353e-02
6.792443309023228626e-02 -6.606561358890249147e-02 -3.296539924454453679e-02 7.169337784827019278e-02 -2.605101552691360331e-02
6.191790339559528900e-03 1.387989491453503160e-05 -1.597455623909654551e-02 1.669698792928012154e-02 -5.172601786887139411e-03
8.724475561739936103e-02 -1.031929669459488302e-01 8.482501671546913494e-03 4.762559169851587892e-02 -2.046094302168393469e-02
8.129514727981745903e-02 -8.117736694802767106e-02 -1.575280837179705851e-02 5.973656724816233526e-02 -2.281492601046819849e-02
7.808929571006681392e-02 -9.015669787892766074e-02 2.484154889721785532e-03 4.673915359708483847e-02 -1.945513347701797319e-02
6.885818779466021389e-02 -8.045215660221716192e-02 -3.721155697913873257e-03 4.918371022079690708e-02 -1.992180114011667807e-02
1.295799343148437144e-01 -1.400619255574937216e-01 -1.317023251122383803e-02 9.063411205844315588e-02 -3.599847121764262331e-02
1.684988823317973561e-01 -1.702370029717674704e-01 -3.622292172667897908e-02 1.303845720230183969e-01 -4.988690608523613929e-02
8.101435503113105230e-02 -8.438028065001922096e-02 -1.874575161946711449e-02 6.601008406832850617e-02 -2.517724337217026181e-02
5.466085184608434483e-02 -5.488055819987610467e-02 -2.612100971740391811e-02 5.876732426879054810e-02 -2.149301466702471797e-02
1.292367314477587681e-01 -1.305995223220694501e-01 -1.979850021396604640e-02 9.029705055500016064e-02 -3.493390898915335607e-02
1.857816047861254316e-01 -1.784900430007591021e-01 -4.256308538084737671e-03 9.469803027203631263e-02 -3.795731359373236136e-02
6.834872378858476705e-02 -7.378500950029050209e-02 -9.101121917491043420e-03 4.981722729442483039e-02 -1.948618230016793337e-02
6.046572284017129317e-02 -6.225497964225346070e-02 -1.986101555271581331e-02 5.566532133900535528e-02 -2.085911134825779029e-02
1.248528351416419019e-01 -1.249432307134022424e-01 -3.813537326314367371e-02 1.090290692315447757e-01 -4.099905688963770972e-02
8.187118836183401860e-02 -8.956986432453678537e-02 2.984851070712944351e-03 4.455428099111309603e-02 -1.852985584215959686e-02
