5914.54 6.36211e-09 6342.17 2.96657e-09 -0.0251793 0.0031571 -4.25718e-06
5936.25 -2.70359e-09 6258.04 -1.28228e-09 -0.0250469 0.00312542 -4.21931e-06
6145.17 4.56347e-09 6576.53 2.13207e-09 -0.0254208 0.00320063 -4.13672e-06
5527.39 2.33932e-08 5850.14 1.10513e-08 -0.0240872 0.00310975 -4.35779e-06
6121.71 1.31176e-08 6544.71 6.13487e-09 -0.0253696 0.00316215 -4.1442e-06
5508.94 7.9631e-09 5946.12 3.68881e-09 -0.0251143 0.00319306 -4.55882e-06
6378.32 9.00986e-09 6806.83 4.22133e-09 -0.0256707 0.00328756 -4.02468e-06
5918.75 5.01649e-09 6345.44 2.33958e-09 -0.0246426 0.00327809 -4.16348e-06
5820.07 4.84937e-09 6240.01 2.26151e-09 -0.0245118 0.0030924 -4.2116e-06
5923.74 -3.17466e-09 6335.8 -1.4841e-09 -0.0251878 0.0033462 -4.25201e-06
5810.5 -5.12519e-09 6236.34 -2.38761e-09 -0.0256981 0.00336493 -4.4227e-06
5760.78 2.57471e-08 6186.58 1.19875e-08 -0.0254871 0.00326379 -4.42425e-06
6730.6 -6.47598e-10 7156.99 -3.04508e-10 -0.0258566 0.00333275 -3.84166e-06
6606.35 -2.31146e-09 6932.09 -1.10142e-09 -0.0252097 0.00325592 -3.81597e-06
5980.4 -2.83269e-09 6403.73 -1.32272e-09 -0.0259656 0.00322389 -4.34177e-06
5996.77 1.06926e-08 6440.54 4.97792e-09 -0.0256157 0.00330357 -4.27158e-06
6176.88 1.60762e-08 6607.75 7.51398e-09 -0.0259209 0.0032279 -4.19644e-06
6057.12 4.33593e-09 6490.45 2.02322e-09 -0.0244701 0.00313913 -4.0399e-06
6507.21 -8.11429e-09 6934.55 -3.80712e-09 -0.0257758 0.00326371 -3.96111e-06
5935.24 9.4378e-09 6361.22 4.4029e-09 -0.0237165 0.00316362 -3.99589e-06
6509.21 4.57492e-10 6837.16 2.17774e-10 -0.0257684 0.0032485 -3.95876e-06
5729.91 -7.35836e-09 6145.7 -3.43026e-09 -0.0238778 0.00301287 -4.16722e-06
6065.63 1.19726e-09 6499.81 5.58643e-10 -0.0253387 0.00317866 -4.17742e-06
5843.55 -1.98686e-08 6273.16 -9.25394e-09 -0.0249682 0.00330235 -4.27278e-06
6027.74 -1.32881e-08 6351.25 -6.30562e-09 -0.0250731 0.00326867 -4.15961e-06
6083.97 8.49414e-10 6499.53 3.97553e-10 -0.0240289 0.00317805 -3.94954e-06
6219.02 -5.36448e-09 6626.09 -2.51746e-09 -0.0243874 0.00318811 -3.92142e-06
5689.73 6.21602e-09 6116.16 2.89131e-09 -0.0250302 0.00344832 -4.39919e-06
6129.54 1.81429e-08 6544.02 8.49686e-09 -0.0251188 0.00310896 -4.09798e-06
6112.36 -2.11742e-10 6532.08 -9.90682e-11 -0.0245212 0.00327435 -4.01173e-06
5877.12 2.21756e-08 6281.95 1.03732e-08 -0.0249364 0.0031592 -4.24297e-06
5399.15 5.80155e-09 5794.9 2.70267e-09 -0.0247766 0.00332635 -4.58898e-06
5573.32 1.63192e-09 5971.77 7.61515e-10 -0.0248049 0.0031016 -4.45065e-06
5138.02 1.26579e-08 5540.25 5.86944e-09 -0.0243143 0.00323535 -4.73222e-06
5367.56 -1.12147e-08 5764.7 -5.22105e-09 -0.024471 0.00324655 -4.55907e-06
5482.21 5.91947e-09 5783.09 2.80574e-09 -0.0250662 0.0031797 -4.57228e-06
