6756.62 -5.12626e-09 7147.32 -2.42302e-09 0.0106108 0.00183173 1.57043e-06 6.87115e-07
5989.9 1.4946e-08 6402.59 6.99134e-09 -0.00430601 0.000483493 -7.18877e-07 -3.17306e-07
5979.56 1.78749e-08 6291.26 8.49466e-09 -0.00422508 0.000464756 -7.06587e-07 -3.13987e-07
6223.4 1.16394e-08 6640.69 5.45401e-09 -0.0050329 0.000602524 -8.08705e-07 -3.54246e-07
5591.94 6.98361e-09 5904.05 3.30722e-09 -0.00398029 0.000621854 -7.11791e-07 -3.22093e-07
6209.32 -7.35193e-09 6617.51 -3.44922e-09 -0.00523522 0.000593232 -8.43123e-07 -3.68246e-07
5551.29 2.01279e-08 5978.47 9.34485e-09 -0.00401671 0.000543815 -7.23564e-07 -3.27301e-07
6472.06 5.61367e-09 6882.44 2.63947e-09 -0.00515732 0.000720121 -7.96859e-07 -3.45937e-07
5985.14 2.99815e-08 6392.57 1.40353e-08 -0.00473708 0.00063479 -7.91473e-07 -3.48971e-07
5869.41 -8.24563e-09 6277.9 -3.85455e-09 -0.00421719 0.000511428 -7.18503e-07 -3.17895e-07
5995.25 -8.53129e-09 6395.53 -3.99867e-09 -0.00491539 0.000832575 -8.19881e-07 -3.60422e-07
5887.18 -6.80739e-10 6297.99 -3.18167e-10 -0.00482408 0.000660279 -8.19422e-07 -3.63672e-07
5836.28 1.39772e-08 6247.72 6.52837e-09 -0.00532086 0.000782494 -9.11686e-07 -4.05066e-07
6838.18 -4.46916e-09 7243.79 -2.10946e-09 -0.00554124 0.000760685 -8.10338e-07 -3.46937e-07
6686.92 1.19562e-09 7001.1 5.70981e-10 -0.00445558 0.000695025 -6.66314e-07 -2.87695e-07
6051.13 1.65933e-08 6461.39 7.76985e-09 -0.00543999 0.000661236 -8.99005e-07 -3.95548e-07
6076.98 5.0189e-09 6507.53 2.34342e-09 -0.0045634 0.000583323 -7.50931e-07 -3.32762e-07
6261.97 6.39741e-09 6676.16 3.00026e-09 -0.00536926 0.000605867 -8.57439e-07 -3.74391e-07
6140.79 2.06701e-10 6554.74 9.68233e-11 -0.0043233 0.000609035 -7.0403e-07 -3.09906e-07
6615.42 7.86558e-09 7022.08 3.70503e-09 -0.00510791 0.000705375 -7.72122e-07 -3.3324e-07
6000.74 -3.83416e-09 6411.65 -1.79422e-09 -0.00352835 0.000649843 -5.87986e-07 -2.59926e-07
6615.9 -8.39288e-09 6928.23 -4.00726e-09 -0.00529277 0.000759978 -8.00007e-07 -3.46893e-07
5785.51 -2.94035e-09 6186.27 -1.37493e-09 -0.00416231 0.000534042 -7.19437e-07 -3.18918e-07
6150.38 1.88353e-09 6565.67 8.82199e-10 -0.00504157 0.000684502 -8.19717e-07 -3.60692e-07
5912.42 4.40474e-09 6322.74 2.05945e-09 -0.00462626 0.000552084 -7.82464e-07 -3.46448e-07
6104.39 7.97696e-09 6414.1 3.79589e-09 -0.00527649 0.000689416 -8.64376e-07 -3.80033e-07
6163.65 -2.77111e-09 6566.04 -1.30064e-09 -0.00446929 0.000705676 -7.25104e-07 -3.16293e-07
6294.17 3.70451e-10 6690.93 1.74242e-10 -0.00473533 0.000648055 -7.52336e-07 -3.26245e-07
5758.64 -8.86447e-09 6173.26 -4.13454e-09 -0.0047698 0.00091275 -8.28287e-07 -3.69527e-07
6211.15 -9.85829e-10 6607.97 -4.63314e-10 -0.00567257 0.000684072 -9.13289e-07 -3.96936e-07
6189.3 -3.6734e-09 6594.13 -1.72394e-09 -0.00475228 0.000612654 -7.67821e-07 -3.35523e-07
5966.13 -6.48404e-09 6355.75 -3.04328e-09 -0.00475116 0.000623506 -7.96355e-07 -3.47487e-07
5470.03 1.63427e-08 5850.06 7.6405e-09 -0.00434077 0.000707301 -7.93555e-07 -3.51445e-07
