4155.38 6.23362e-07 
3050.04 4.35442e-07 
2748.69 4.86902e-07 
2772.31 -2.48158e-07 
3549.7 -1.10649e-06 
2660.38 7.94932e-07 
2755.12 -6.85497e-07 
3979.79 -7.54096e-08 
3811.47 -8.04406e-07 
3524.39 -4.03726e-07 
4336.48 -3.56959e-07 
3542.07 2.36353e-07 
3803.98 -4.72401e-08 
3240.84 -4.04482e-07 
2933.22 -2.16187e-07 
2750.86 -6.56788e-07 
3459.96 -1.86809e-09 
4018.17 1.19531e-07 
3374.96 -1.0473e-06 
3593.77 -5.32412e-07 
3020.68 6.18412e-07 
4102.39 -5.26423e-07 
4191.52 2.75489e-07 
3701.09 -2.44402e-08 
4235.9 -5.91184e-07 
4219.35 1.82878e-07 
3782.67 1.79346e-07 
4400.19 -4.64129e-07 
4266.8 3.24752e-07 
4637.11 3.53538e-08 
4552.16 2.59031e-08 
4141.63 1.80597e-07 
3891.09 3.53351e-08 
4133.98 9.53128e-08 
2019.24 6.51122e-07 
4260.08 -2.14599e-07 
3685.23 4.16393e-07 
3993.12 1.53336e-07 
3982.15 -4.68291e-07 
4214.91 -1.54624e-07 
3331.56 4.59401e-07 
3446.01 6.9792e-07 
3431.69 -1.32578e-07 
4535.48 -1.61856e-07 
3135.92 1.62848e-07 
3491.96 3.79379e-07 
2013.06 2.39634e-07 
2399.4 -7.61587e-07 
3583.29 -2.81042e-07 
3569.29 -1.78066e-07 
2567.63 1.51948e-07 
3304.35 9.02426e-07 
3048.57 -1.10381e-08 
2703.86 9.19087e-07 
2438.58 -3.20652e-07 
2083.81 7.21764e-07 
3272.75 -8.78927e-08 
4134.47 2.17421e-07 
3479.04 8.02672e-07 
3282.66 -2.40188e-07 
3170.35 3.29898e-07 
3286.14 3.13999e-07 
3254.51 -4.28919e-08 
2066.62 1.47808e-06 
3795.79 -4.37948e-07 
4565.07 1.82526e-07 
2770.13 -8.83512e-07 
3315.49 -3.57517e-08 
3384 6.90024e-07 
2421.78 7.02917e-07 
4325.36 1.05976e-07 
3715.65 8.89275e-07 
4260.92 1.38831e-07 
3346.6 5.03443e-07 
2986.56 2.58084e-08 
4130.72 1.06697e-07 
4067.63 -7.05296e-07 
2443.62 1.35626e-07 
3875.09 -3.28749e-07 
3370.68 -2.66521e-07 
4270.95 6.82265e-08 
4819.35 9.75536e-08 
4278.36 4.81053e-08 
3566.39 -5.16036e-07 
4477.88 -2.99277e-07 
3751.31 -2.16401e-07 
3646.4 1.50376e-07 
3357.88 -1.1394e-08 
4549.98 -8.13527e-07 
3050.51 -3.67212e-08 
4831.3 -3.18428e-09 
3501.19 -9.17068e-08 
3350.01 -1.1876e-07 
3641.77 8.37268e-07 
2787.79 -3.11074e-08 
2297.49 -2.05813e-07 
4113.03 -1.43254e-07 
3721.76 -9.02215e-07 
2842.8 1.13296e-06 
1908.83 -6.41318e-08 
4081.19 -8.19013e-07 
3882.57 -3.48839e-07 
2995.73 6.85823e-08 
3489.43 9.75868e-07 
3694.87 -3.5055e-07 
4533.69 5.26929e-07 
3403.26 3.53833e-08 
3072.35 1.56774e-06 
3166.37 -7.59412e-07 
3961.83 -5.01776e-07 
3657.05 -7.41161e-08 
3793.34 -2.00931e-07 
4218.19 -3.49746e-07 
3315.1 -9.57001e-07 
3420.3 -4.41899e-08 
2866.96 1.05214e-09 
4775.52 -4.42728e-07 
4238.96 -4.79587e-07 
3899 -6.3791e-07 
3454.19 7.2409e-07 
3781.24 1.01922e-07 
3049.61 8.702e-09 
3054.38 -3.68449e-07 
2600.21 7.03575e-07 
3419.63 1.08714e-06 
3308.26 1.95487e-07 
4166.62 -1.06271e-07 
4387.52 1.81265e-08 
3007.34 1.49264e-08 
2301.5 2.86247e-07 
2397.08 4.71029e-07 
3681.46 5.86587e-07 
3792.09 -1.2572e-06 
3679.52 -2.3845e-07 
3688.95 -1.505e-06 
4372.14 -4.05726e-07 
3967.2 1.16929e-07 
4737.45 3.84536e-07 
3717.81 6.17971e-07 
4294.31 5.40291e-07 
4835.87 -3.2661e-08 
3658.59 -1.39427e-06 
3309.44 -4.80992e-07 
4169.9 -3.85097e-07 
5294.85 -3.70843e-07 
4107.39 -9.46929e-09 
5136.05 1.21528e-07 
3445.59 8.90393e-07 
3717.12 8.20659e-07 
4043.54 -2.90723e-08 
5160.06 -2.55692e-07 
4306.78 -3.43912e-09 
4106.32 6.9228e-07 
3493.36 -1.83353e-07 
3415.52 -8.07529e-08 
4327.44 8.23885e-08 
4293.18 -8.64271e-08 
4637.32 -4.51098e-07 
3621.73 -6.2876e-08 
4275.41 5.88723e-08 
4591.01 3.03294e-07 
4480.66 2.27853e-08 
4185.39 -3.9372e-07 
3718.42 -2.3351e-08 
4020.48 2.99762e-07 
3421.41 7.85609e-07 
3897.48 -8.07749e-07 
4931.64 -5.89234e-07 
3486.44 -5.38956e-07 
3988.09 -1.14354e-07 
4622.44 1.12585e-07 
4161.16 2.0396e-07 
4449.44 -6.82182e-07 
4379.77 6.77369e-08 
4507.11 -4.31666e-07 
3677 -2.89146e-07 
4561.16 -8.32432e-07 
3839.85 1.7004e-07 
4348.38 -2.72556e-07 
4470.46 -5.3195e-08 
4169.11 -1.68672e-06 
4026.7 -1.47688e-06 
4337.89 6.59434e-08 
3907.6 5.39095e-07 
3939.15 -1.38193e-07 
4687.22 3.26611e-07 
3877.23 1.65767e-07 
3679.62 7.38155e-07 
4277.01 1.30685e-07 
4641.64 -4.27822e-07 
4428.53 5.65732e-07 
4363.86 -5.12012e-07 
4725.04 -5.51739e-08 
4840.23 -8.36755e-08 
3940.05 -5.35253e-07 
3742.46 4.0151e-07 
4414.63 -4.43889e-08 
3679.01 4.09917e-08 
4078.56 1.07112e-07 
3535.27 -6.25692e-08 
3947.22 -1.0796e-07 
3691.45 -1.87955e-08 
4940.74 -2.23746e-07 
3362.76 -5.48732e-08 
4361.56 4.20606e-07 
4005.32 -1.8932e-07 
3547.77 -1.40014e-08 
4123.27 -6.42313e-07 
3949.54 -1.87422e-08 
3371.33 -4.78592e-07 
3558.62 4.19153e-07 
3981.86 -1.10175e-06 
4517.92 -9.86207e-07 
4187.52 -6.9466e-08 
3887.67 1.84564e-08 
3246.92 7.97738e-07 
4096.21 1.63673e-07 
4353.36 3.63033e-07 
3957.33 -3.87137e-07 
4294.65 -6.29518e-07 
3287.29 -1.81233e-07 
3570.53 1.15025e-06 
3348.45 -5.45506e-09 
3471.96 4.30773e-08 
4257.89 3.54924e-08 
3755.71 1.0519e-07 
4100.92 1.20739e-08 
4473.8 2.03036e-08 
5577.6 -1.2702e-06 
4093.62 2.91547e-08 
4508.61 2.71851e-08 
4095.45 4.64357e-08 
4807.04 7.30831e-08 
3949.48 -1.53779e-06 
3906.04 -6.44261e-09 
3139.03 -6.68994e-07 
3551.77 1.26598e-06 
3391.34 2.77822e-07 
3756.54 -2.98115e-08 
4224.98 -5.7234e-08 
3946.27 -5.13814e-07 
4361.03 4.86893e-07 
4314.47 -1.72332e-07 
3600.35 -7.09438e-08 
3741.53 -1.08964e-07 
3078 -1.01262e-07 
3791.5 -8.61759e-08 
4349.93 -1.84498e-07 
3402.92 -1.17257e-06 
3638.81 5.93364e-07 
2946.07 2.66382e-07 
3935.56 -1.48912e-07 
4076.54 6.43759e-08 
4317.8 -7.95871e-08 
2992.06 1.51022e-06 
3567.07 1.72784e-07 
3875.69 8.0237e-08 
3538.01 3.6282e-07 
3363.51 6.1721e-07 
4186.96 6.11274e-07 
4127.11 -2.68371e-07 
3509.17 1.74756e-07 
4194.71 -8.50548e-08 
3871.9 -7.81376e-07 
3932.42 1.80474e-08 
3977.63 -1.09205e-06 
3372.82 4.28951e-07 
3551.01 -1.68306e-06 
4165.64 -5.56602e-08 
4188.27 -1.12355e-07 
3726.2 1.96035e-07 
4540.41 6.67623e-08 
4351.82 1.20526e-07 
4228.45 3.81408e-07 
4498.86 -9.38084e-07 
4037.1 2.64302e-07 
3766.46 4.42048e-08 
4439.82 1.70872e-07 
3780.79 6.81654e-07 
3862.44 3.33485e-09 
3975.73 8.62021e-08 
4229.21 -7.95786e-07 
3599.44 -1.29013e-06 
3805.85 1.64839e-07 
3506.82 1.20981e-06 
4144.74 -1.04924e-06 
4240.09 -1.36919e-07 
3280.69 -1.74799e-08 
3244.8 1.80267e-06 
3729.71 -1.03798e-06 
3154.34 -1.51313e-07 
3398.4 9.36502e-07 
3806.57 -9.29705e-08 
4444.24 4.93479e-08 
4991.46 -2.07487e-07 
5376.17 3.09539e-07 
3289.06 -1.44039e-07 
3195.82 -5.34454e-08 
4036.59 -8.85723e-07 
4143.98 2.48045e-07 
4762.43 -7.78101e-08 
4045.48 -1.37526e-07 
3971.16 3.72004e-07 
3702.13 -3.38185e-07 
3331.27 -1.13084e-07 
3901.86 -6.98824e-07 
3776.99 5.51553e-07 
4851.57 -8.08542e-08 
4071.63 5.45611e-07 
3701.45 -1.06585e-06 
3986.96 -4.87928e-07 
3874.48 3.4236e-08 
3855.92 2.7898e-08 
4726.43 1.25555e-07 
3948.24 -7.36882e-07 
4408.76 -4.65896e-08 
3564.24 -7.23129e-08 
3843.11 4.02057e-07 
4196.53 -2.17913e-07 
4225.04 1.47694e-07 
4723.77 -6.85744e-08 
3942.22 -3.18557e-07 
3330.83 4.74001e-08 
3434.25 6.48955e-08 
3522.94 1.9053e-07 
3130.84 1.17401e-06 
3672.66 -4.24687e-07 
3295.79 -5.91602e-08 
3556.56 -7.11076e-07 
4709.55 9.74565e-07 
5147.99 6.85204e-08 
4189.71 -2.9885e-08 
4046.42 -9.73005e-07 
3849.13 3.13865e-07 
3530.65 -3.58078e-07 
4066.91 6.13154e-07 
5127.89 2.68343e-08 
5442.61 -5.1668e-07 
4884.75 5.86168e-09 
3474.41 -1.92136e-07 
3520.3 -3.30865e-09 
3092.07 1.31251e-07 
3583.99 -8.01727e-07 
3894.52 1.19564e-07 
3654.61 -3.85302e-08 
3477.86 -1.47704e-06 
3265.28 1.46141e-07 
3747.1 -1.5927e-06 
4852.76 -1.88447e-07 
2988.1 -6.7881e-07 
4296.42 -2.04254e-07 
2785.3 6.46993e-08 
4139.64 -4.84169e-07 
3621.43 9.17387e-08 
4058.08 -1.08297e-07 
4663.42 -8.78716e-08 
3526.5 -3.16824e-07 
3465.5 -8.60668e-08 
4198.21 -4.95597e-07 
3694.48 4.79413e-08 
3845.66 -9.88852e-07 
3820.06 3.36442e-07 
2890.31 1.73362e-07 
3314.21 1.50611e-07 
3443.22 5.54637e-07 
3739.76 3.58199e-08 
3738.72 5.27019e-08 
3271.96 1.18473e-06 
3211.23 1.7229e-06 
3884.1 -9.21471e-07 
3607.07 -2.61354e-07 
4702.84 -3.84044e-07 
3916.8 -3.81753e-07 
4286.14 -6.43849e-08 
3720.59 -5.47449e-07 
3580.76 4.97693e-08 
3991.4 3.8196e-07 
5208.44 -1.27377e-07 
2912.2 -4.44426e-08 
3370.7 2.34737e-08 
4288.57 4.40289e-07 
3902.01 7.32923e-08 
4394 -1.77553e-07 
3382.3 7.30462e-07 
5048.78 -8.70093e-07 
3466.28 -4.4572e-07 
3984.94 -4.77276e-08 
4627.67 -5.51891e-07 
4543.73 -8.21172e-07 
2958.83 -1.88595e-07 
4446.83 3.11685e-07 
3477.22 -2.14918e-08 
3399.81 -1.70708e-07 
4458.71 1.23213e-07 
3452.22 3.67788e-07 
3770.15 -2.04121e-07 
3536.01 -1.84929e-06 
3453.8 -1.80599e-07 
3798.79 -5.33482e-08 
3156.77 7.93473e-07 
5049.73 -3.51273e-07 
4088.86 -1.69355e-07 
4016.69 4.15425e-07 
3992.44 9.30401e-07 
3278.34 3.02482e-07 
4083.97 3.44687e-07 
3022.37 3.72708e-07 
3688.04 7.96636e-08 
3091.34 1.63913e-06 
3777.83 7.29014e-07 
3542.12 1.50401e-06 
3570.39 3.90232e-08 
4332.12 -2.62415e-07 
4955.38 -7.02062e-07 
4099.48 3.8422e-08 
3769.6 -8.46875e-07 
3751.63 7.60116e-07 
3795.81 -7.67518e-08 
3723.03 4.87374e-08 
