1080 1102 -3.33228e-06 
255 264 -3.07666e-06 
103 1301 -3.15615e-06 
57 1347 -2.68194e-06 
1890 1970 -2.81255e-06 
699 1956 2.32843e-06 
1981 628 -3.10093e-06 
1279 1803 -3.25101e-06 
2027 811 -4.10534e-06 
1080 1102 -3.33228e-06 
103 1301 -3.15615e-06 
57 1347 -2.68194e-06 
1890 1970 -2.81255e-06 
699 1956 2.32843e-06 
1279 1803 -3.25101e-06 
