4.787695088890189798e-02 -7.007195217697129164e-02 1.277526827438616071e-02 2.927303715820992955e-02 -1.381365335153003637e-02
7.063211788168903549e-02 -8.953964948390066847e-02 4.309862409742775541e-03 4.721273073111985352e-02 -2.010990693906672747e-02
3.926705330318823461e-02 -4.499965412844448426e-02 2.160596015248097360e-03 2.204085756122646858e-02 -9.234828452308540062e-03
9.205442752546784402e-02 -1.065997177695322540e-01 2.516685376023304263e-02 2.933963681494185585e-02 -1.446827647587852796e-02
8.427739158878420900e-02 -1.035441687079180495e-01 8.598360620541128235e-03 4.905520054839385830e-02 -2.119906427665547641e-02
7.611218952701984120e-02 -8.557525766440157722e-02 3.216305260614682644e-03 4.260983156676103473e-02 -1.775715144665134665e-02
1.096951247927887424e-01 -1.407885693019911011e-01 2.027529185766112005e-02 5.816137571031992914e-02 -2.622268153850183456e-02
1.965510850022974057e-02 -1.410902537842255618e-02 -1.996012801172987114e-02 2.875864576286017715e-02 -9.716879075357025622e-03
4.166663096351749113e-02 -4.392789359992359949e-02 -6.994469011600139806e-03 3.118838359467312679e-02 -1.205577975601792966e-02
6.218798200642202539e-02 -6.479026722233828528e-02 -1.363844817641533466e-02 4.970719216337091129e-02 -1.897855913057154217e-02
4.646589523375829756e-02 -5.933907766245963278e-02 5.376870495392825459e-03 2.831939113561708632e-02 -1.233541556594830620e-02
7.970133940413286211e-02 -9.396771763665814903e-02 1.654200799932643851e-02 3.278775024972437752e-02 -1.508134798137528501e-02
6.162670170097211964e-02 -7.907058269385687510e-02 1.491001786487821529e-02 2.835039414357387599e-02 -1.326033481423828653e-02
3.958005049238505491e-02 -5.582862815966698616e-02 2.110155783781492156e-02 8.914979166796902638e-03 -5.918282219730638602e-03
4.462319680206677797e-02 -4.012173867007333417e-02 -1.458961255168518024e-02 3.585161651837089070e-02 -1.305639546529316353e-02
5.101428309928088267e-02 -6.023652487669142741e-02 -1.154249655958190313e-03 3.510933841977965236e-02 -1.438797923215834849e-02
7.218370601917931118e-02 -7.340589475140514575e-02 -1.478000011560928403e-02 5.485889186818836138e-02 -2.090241052265138025e-02
1.201860463135753232e-01 -1.269436171264481106e-01 -1.072617058944488541e-02 7.900139067254710601e-02 -3.116479316686552453e-02
3.026119044887440324e-02 -2.323875600966970531e-02 -2.701348652515737914e-02 4.120864615800828162e-02 -1.409782392308369693e-02
5.047449600355176369e-02 -5.116237320791895693e-02 -1.653218925916857471e-02 4.557901888593564321e-02 -1.699797189226210162e-02
3.770212307919863781e-02 -3.499884198931441093e-02 -1.527273211266306358e-02 3.465095759804207726e-02 -1.256681000856873891e-02
1.122722428189064647e-01 -1.289658446618280885e-01 -4.055072159435899222e-03 7.646281596575062178e-02 -3.125213329821617536e-02
1.079525346831432114e-01 -1.165532651306473294e-01 -9.371580779002455439e-03 7.338375262872834370e-02 -2.923258203106356146e-02
4.714926535404266594e-02 -4.562142859676190237e-02 -2.575786986697995926e-02 5.306479241853510193e-02 -1.917762589419632832e-02
1.744748517033886670e-01 -1.726688735930013707e-01 -1.593403681922602984e-03 9.011140489056898573e-02 -3.647412137181556269e-02
8.147531944546435034e-02 -9.040345134714108943e-02 1.770690961805607058e-03 4.654136518060959793e-02 -1.919586988799424840e-02
4.974815778698749025e-02 -7.098839645343078819e-02 2.309360192791803587e-02 1.621055851776482051e-02 -9.242015496498025978e-03
5.467162525787720717e-02 -6.588390351611742024e-02 -8.767432629596763095e-04 3.826555744299886541e-02 -1.571821241717287487e-02
1.456990600509270595e-01 -1.808311498231468251e-01 3.828685069334442775e-02 5.907433519967934810e-02 -2.845915713046848552e-02
4.318072590513508807e-02 -4.841539787762174502e-02 3.343203984862801984e-04 2.588040910165476452e-02 -1.064802157099652494e-02
1.692495980704788461e-01 -1.815124738176282781e-01 -3.763442583667599844e-02 1.420859113143482511e-01 -5.498936273314989492e-02
1.214033267637669167e-01 -1.077644339599822532e-01 -4.630309334343644945e-02 1.048892846632731440e-01 -3.808150409461620589e-02
1.249899758629557794e-01 -1.408491057335551910e-01 -1.405005093644579907e-02 9.431244013302927942e-02 -3.765896879348302334e-02
9.923940631005458146e-02 -1.215989429320362414e-01 9.521448397242849790e-03 5.848246596786786655e-02 -2.527114433950586325e-02
7.592881787858197194e-03 6.782503427448213816e-04 -2.091963085807266656e-02 2.150276712348428779e-02 -6.629094335482741719e-03
1.525018616680706707e-01 -1.569836383623069431e-01 -4.149032024640036259e-02 1.309849284456876262e-01 -4.978941611479738988e-02
1.296846247414001896e-01 -1.389874518663364589e-01 -2.135784426357919055e-02 9.947467219676285610e-02 -3.885876110447371995e-02
1.590073854486158955e-01 -1.878568660758901387e-01 -1.358620783518159261e-03 1.080240515573425153e-01 -4.480685629873735337e-02
6.822729848524911045e-02 -7.254154665825930659e-02 -1.336361278461707137e-02 5.421544324144671884e-02 -2.096310078308288513e-02
1.455311190011177036e-01 -1.746734097722759116e-01 1.135217868988150879e-02 8.583310955609194104e-02 -3.679199747966611922e-02
1.071270612540200923e-01 -1.219033894101452381e-01 -7.608947057152476781e-03 7.637785668136992667e-02 -3.083573324880913707e-02
1.676252828665373285e-01 -1.534668954794862761e-01 -1.951546442012184329e-02 9.744876459151650960e-02 -3.750210410911376802e-02
