1.165466653225655236e-01 2.831421419621449331e-02 -4.221852474834175695e-02 -1.026423547704364836e-01
1.149074358591883893e-01 3.052999841352033172e-02 -4.231728207287854815e-02 -1.031201521998337256e-01
1.283751959606549420e-01 3.173117357089783042e-02 -3.717730732950474959e-02 -1.229290622020471346e-01
1.039998408586857437e-01 2.881213675563731869e-02 -2.612286944033570535e-02 -1.066891081739864688e-01
1.328838262805938086e-01 3.784867201602803988e-02 -4.623143145679264876e-02 -1.245010668398300879e-01
1.077604909010725365e-01 3.054591321164679130e-02 -2.643902319828939085e-02 -1.118673809144272724e-01
1.376740634433364363e-01 4.821442380419238560e-02 -5.380865604837659077e-02 -1.320798311991477902e-01
1.184963570182118175e-01 4.854042405548675276e-02 -4.881881503167395664e-02 -1.182179660420281664e-01
1.184205283440080692e-01 2.516343198318082841e-02 -2.429480775004400073e-02 -1.192891525771466732e-01
1.249464002389899520e-01 5.223871970349325267e-02 -4.127942968952069691e-02 -1.359056902529633959e-01
1.206118967267029163e-01 3.721784011317019747e-02 -2.641447608969205163e-02 -1.314152607501801739e-01
1.279308514178980616e-01 4.831585344744571131e-02 -5.733371417932975334e-02 -1.189129906860122432e-01
1.461229077643340091e-01 5.169717800155648746e-02 -5.127864268384030311e-02 -1.465414430820484171e-01
1.265491176623658731e-01 4.573950004316529316e-02 -4.092604413582368039e-02 -1.313625735697065977e-01
1.363455690083039684e-01 3.391111205174013321e-02 -4.109103864189833644e-02 -1.291656424181448770e-01
1.175486836006278679e-01 4.873265850998098614e-02 -4.456273942104083119e-02 -1.217186026895671347e-01
1.393232960484285243e-01 3.335501351376901624e-02 -4.854665938409663539e-02 -1.241316501781009052e-01
1.163852058704764048e-01 3.737776080702914783e-02 -3.382269599443787911e-02 -1.199402706830667853e-01
1.276980789626289692e-01 3.550103615642008492e-02 -3.747423747713973796e-02 -1.257248776419093161e-01
1.037213834741930185e-01 4.177272195267178745e-02 -2.524966167523245986e-02 -1.202444437516332343e-01
1.382628864351671538e-01 4.503886475874985251e-02 -5.800793440570473081e-02 -1.252938167882122755e-01
1.112046801573960408e-01 2.867376160365608939e-02 -3.617495382184454655e-02 -1.037034879392075837e-01
1.231909262270765026e-01 4.715701233764413303e-02 -5.297608030854039640e-02 -1.173718582561802393e-01
1.147957560829038215e-01 4.219726893869601980e-02 -3.634416491816505612e-02 -1.206488601034365615e-01
1.221969138212131156e-01 4.317979300381757923e-02 -4.063620656112476581e-02 -1.247405002639059290e-01
1.079409553095009855e-01 5.101814722594077978e-02 -3.569039508288973650e-02 -1.232687074525502524e-01
1.221961111698535163e-01 4.776788514218743842e-02 -5.277804799650098744e-02 -1.171859483155373027e-01
1.170137908167205865e-01 6.297127376733957504e-02 -4.875970770870718951e-02 -1.312253568753494193e-01
1.389969458012476622e-01 3.421929754217156727e-02 -5.506730678075300034e-02 -1.181489365626688937e-01
1.196834444220478133e-01 4.462670340559959925e-02 -3.835320779143813752e-02 -1.259569400362092750e-01
1.235009656593950567e-01 3.412950735063358110e-02 -3.858280188822416079e-02 -1.190476711218071415e-01
1.029597918292850522e-01 4.343776396771747983e-02 -2.872498856002358991e-02 -1.176725672369798303e-01
1.116142970000453261e-01 2.695674312881379819e-02 -3.284222358638544392e-02 -1.057288165424736803e-01
1.075104337582448721e-01 4.760401777015843550e-02 -5.134997068144642185e-02 -1.037644808469577740e-01
1.049587628812966855e-01 4.364617843412599285e-02 -3.911513041756276010e-02 -1.094898108978590301e-01
